"IDStations","PRO_COM","weight"
"703",20047,0.03761
"703",20056,0.05284
"703",20058,0.10725
"703",20060,0.15371
"703",20062,0.09403
"703",20064,0.04469
"703",20072,0.32684
"705",15032,0.00242
"705",15081,0.02173
"705",15146,0.75386
"705",15171,0.05058
"705",15192,0.00533
"705",15205,0.10507
"705",15209,0.03853
"705",15242,0.02249
"706",97001,0.12153
"706",97004,0.12701
"706",97013,0.00035
"706",97022,0.00855
"706",97029,0.00896
"706",97034,0.02321
"706",97036,0.09405
"706",97038,0.01146
"706",97042,0.42979
"706",97045,0.02224
"706",97046,0.0407
"706",97055,0.00507
"706",97068,0.02465
"706",97083,0.07782
"706",97086,0.0046
"707",3023,0.01301
"707",18003,0.04658
"707",18039,0.0333
"707",18045,0.04987
"707",18050,0.10424
"707",18068,0.00014
"707",18102,0.53422
"707",18104,0.11044
"707",18109,0.10645
"707",18177,0.00166
"707",18186,1e-04
"708",3023,0.05273
"708",18003,0.03057
"708",18039,0.00254
"708",18050,0.19839
"708",18068,0.03314
"708",18075,0.09189
"708",18102,0.41909
"708",18109,0.10986
"708",18177,0.0618
"709",15002,0.03696
"709",15165,0.00043
"709",18018,0.00031
"709",18035,0.03695
"709",18068,0.25742
"709",18075,0.02201
"709",18102,0.00497
"709",18109,0.00271
"709",18177,0.63824
"STA-CH0011A",13040,0.03293
"STA-CH0011A",13253,0.02036
"STA-CH0043A",13040,0.00942
"STA-CH0043A",13234,0.01758
"STA-CH0043A",13253,0.01112
"STA.IT0187A",29033,0.01289
"STA.IT0187A",38008,0.98711
"STA.IT0499A",21018,0.14458
"STA.IT0499A",21037,0.71349
"STA.IT0499A",21049,0.00501
"STA.IT0499A",21091,0.0501
"STA.IT0499A",21093,0.08683
"STA.IT0544A",33011,0.0885
"STA.IT0544A",33012,0.2379
"STA.IT0544A",33026,0.2805
"STA.IT0544A",33028,0.01748
"STA.IT0544A",33044,0.36598
"STA.IT0544A",34028,0.00964
"STA.IT0591A",22035,0.00086
"STA.IT0591A",22053,4e-05
"STA.IT0591A",22098,0.11794
"STA.IT0591A",22123,0.02482
"STA.IT0591A",22127,0.04317
"STA.IT0591A",22128,0.03849
"STA.IT0591A",22144,0.06079
"STA.IT0591A",22161,0.38987
"STA.IT0591A",22203,0.08608
"STA.IT0591A",22210,0.03982
"STA.IT0591A",22222,0.12304
"STA.IT0591A",22224,0.07509
"STA.IT0643A",6003,0.85306
"STA.IT0643A",6047,0.07139
"STA.IT0643A",6075,0.05875
"STA.IT0643A",6129,0.0168
"STA.IT0721A",36003,0.01019
"STA.IT0721A",36007,0.00533
"STA.IT0721A",36015,0.04191
"STA.IT0721A",36023,0.94257
"STA.IT0753A",22006,0.2085
"STA.IT0753A",22124,0.15107
"STA.IT0753A",22153,0.35227
"STA.IT0753A",22191,0.14622
"STA.IT0753A",22229,0.14193
"STA.IT0804A",34009,0.00024
"STA.IT0804A",34027,0.99976
"STA.IT0940A",35033,0.99902
"STA.IT0940A",35040,0.00098
"STA.IT1026A",6190,0.00734
"STA.IT1026A",6069,0.0919
"STA.IT1026A",10006,0.15173
"STA.IT1026A",10009,0.00503
"STA.IT1026A",10012,0.04055
"STA.IT1026A",10027,0.00447
"STA.IT1026A",10035,0.15624
"STA.IT1026A",10049,0.30635
"STA.IT1026A",10057,0.15256
"STA.IT1026A",10058,0.08383
"STA.IT1105A",34027,0.99935
"STA.IT1105A",34051,0.00065
"STA.IT1152A",35020,0.01148
"STA.IT1152A",35034,0.00386
"STA.IT1152A",36005,0.8343
"STA.IT1152A",36028,0.03809
"STA.IT1152A",36044,0.11228
"STA.IT1191A",22079,0.00496
"STA.IT1191A",22120,0.04964
"STA.IT1191A",22228,0.07119
"STA.IT1191A",22231,0.31602
"STA.IT1191A",22243,0.16578
"STA.IT1191A",22248,0.39241
"STA.IT1336A",23052,0.02592
"STA.IT1336A",23058,0.01014
"STA.IT1336A",23071,0.00111
"STA.IT1336A",23076,0.02237
"STA.IT1336A",23082,0.00059
"STA.IT1336A",23091,0.93488
"STA.IT1336A",23096,0.00499
"STA.IT1509A",3049,0.37077
"STA.IT1509A",3131,0.02148
"STA.IT1509A",3141,0.03875
"STA.IT1509A",3146,0.00052
"STA.IT1509A",3149,0.23757
"STA.IT1509A",15019,0.00614
"STA.IT1509A",15026,0.03882
"STA.IT1509A",15130,0.04904
"STA.IT1509A",15184,0.00812
"STA.IT1509A",18035,0.21503
"STA.IT1509A",18075,0.01376
"STA.IT1510A",12087,0.1435
"STA.IT1510A",12088,0.03386
"STA.IT1510A",103003,0.01993
"STA.IT1510A",103008,0.02404
"STA.IT1510A",103009,0.04068
"STA.IT1510A",103015,0.04503
"STA.IT1510A",103018,0.00996
"STA.IT1510A",103023,0.00343
"STA.IT1510A",103033,0.07873
"STA.IT1510A",103045,0.01556
"STA.IT1510A",103055,0.03183
"STA.IT1510A",103061,0.01798
"STA.IT1510A",103064,0.166
"STA.IT1510A",103072,0.33454
"STA.IT1510A",103074,0.03492
"STA.IT1518A",3032,0.03411
"STA.IT1518A",3068,0.02581
"STA.IT1518A",3069,0.04674
"STA.IT1518A",3077,0.00584
"STA.IT1518A",3104,0.00013
"STA.IT1518A",3106,0.87881
"STA.IT1518A",3135,0.008
"STA.IT1518A",3149,0.00056
"STA.IT1532A",2016,0.36903
"STA.IT1532A",2066,0.04555
"STA.IT1532A",2102,0.00929
"STA.IT1532A",2107,0.06151
"STA.IT1532A",2137,0.16806
"STA.IT1532A",2152,0.07366
"STA.IT1532A",2171,0.10648
"STA.IT1532A",3079,0.04029
"STA.IT1532A",96001,0.00986
"STA.IT1532A",96013,6e-05
"STA.IT1532A",96021,0.06644
"STA.IT1532A",96023,0.00942
"STA.IT1532A",96064,0.04035
"STA.IT1533A",2007,0.04574
"STA.IT1533A",2017,0.10023
"STA.IT1533A",2031,0.09718
"STA.IT1533A",2054,0.00658
"STA.IT1533A",2070,0.00784
"STA.IT1533A",2089,0.00048
"STA.IT1533A",2104,0.02053
"STA.IT1533A",2108,0.02326
"STA.IT1533A",2158,0.65531
"STA.IT1533A",2164,0.04135
"STA.IT1533A",3041,0
"STA.IT1533A",3164,0.00149
"STA.IT1535A",23003,0.07792
"STA.IT1535A",23009,0.05546
"STA.IT1535A",23010,0.03584
"STA.IT1535A",23025,0.01049
"STA.IT1535A",23044,0.66926
"STA.IT1535A",23048,0.02756
"STA.IT1535A",23085,0.0189
"STA.IT1535A",23095,0.10457
"STA.IT1582A",6011,0.08453
"STA.IT1582A",6039,0.63409
"STA.IT1582A",6060,0.03375
"STA.IT1582A",6109,0.00882
"STA.IT1582A",6123,0.00413
"STA.IT1582A",6149,0.04278
"STA.IT1582A",6153,0.08056
"STA.IT1582A",6171,0.01483
"STA.IT1582A",6185,0.09652
"STA.IT1676A",3032,0.04389
"STA.IT1676A",3068,0.02414
"STA.IT1676A",3069,0.03758
"STA.IT1676A",3077,0.0028
"STA.IT1676A",3106,0.87966
"STA.IT1676A",3135,0.01181
"STA.IT1676A",3149,0.00013
"STA.IT1751A",6190,0.00291
"STA.IT1751A",6069,0.0649
"STA.IT1751A",10006,0.1639
"STA.IT1751A",10009,0.00058
"STA.IT1751A",10012,0.04964
"STA.IT1751A",10020,0.00202
"STA.IT1751A",10027,0.01089
"STA.IT1751A",10035,0.14407
"STA.IT1751A",10049,0.31813
"STA.IT1751A",10057,0.16701
"STA.IT1751A",10058,0.07596
"STA.IT1771A",36003,0.02967
"STA.IT1771A",36015,8e-05
"STA.IT1771A",36023,0.97024
"STA.IT1830A",6003,0.90101
"STA.IT1830A",6047,0.01158
"STA.IT1830A",6051,0.00384
"STA.IT1830A",6075,0.01615
"STA.IT1830A",6105,0.00126
"STA.IT1830A",6128,0.01108
"STA.IT1830A",6129,0.05508
"STA.IT1878A",2007,0.11404
"STA.IT1878A",2017,0.04082
"STA.IT1878A",2031,0.09382
"STA.IT1878A",2054,0.03159
"STA.IT1878A",2070,0.04161
"STA.IT1878A",2104,0.00528
"STA.IT1878A",2108,0.0102
"STA.IT1878A",2158,0.66029
"STA.IT1878A",2164,0.00235
"STA.IT1904A",6002,0.03287
"STA.IT1904A",6010,7e-05
"STA.IT1904A",6018,0.04338
"STA.IT1904A",6024,0.11616
"STA.IT1904A",6028,0.24374
"STA.IT1904A",6041,0.01325
"STA.IT1904A",6066,0.20715
"STA.IT1904A",6079,0.09931
"STA.IT1904A",6083,0.077
"STA.IT1904A",6085,0.00184
"STA.IT1904A",6102,0.10789
"STA.IT1904A",6146,0.01079
"STA.IT1904A",6148,0.00012
"STA.IT1904A",6155,0.0464
"STA.IT1910A",19021,9e-04
"STA.IT1910A",19052,0.01329
"STA.IT1910A",19057,0.01443
"STA.IT1910A",34010,0.52709
"STA.IT1910A",34027,0.02084
"STA.IT1910A",34041,0.30623
"STA.IT1910A",34049,0.04953
"STA.IT1910A",34051,0.06767
"STA.IT1914A",20022,0.00011
"STA.IT1914A",35008,0.09573
"STA.IT1914A",35015,0.01763
"STA.IT1914A",35023,0.22992
"STA.IT1914A",35024,0.38107
"STA.IT1914A",35028,0.27554
"STA.IT1917A",37017,0.13861
"STA.IT1917A",37024,0.03708
"STA.IT1917A",37048,0.14375
"STA.IT1917A",37052,0.00014
"STA.IT1917A",37053,0.10409
"STA.IT1917A",37055,0.07963
"STA.IT1917A",38004,0.46028
"STA.IT1917A",38028,0.03642
"STA.IT1918A",38008,0.99684
"STA.IT1918A",38023,0.00316
"STA.IT1921A",20029,0.00776
"STA.IT1921A",20042,0.32893
"STA.IT1921A",20061,0.0457
"STA.IT1921A",36012,0.00922
"STA.IT1921A",36022,0.58893
"STA.IT1921A",36037,0.01947
"STA.IT1923A",33008,0.03162
"STA.IT1923A",33023,0.00237
"STA.IT1923A",33032,0.66389
"STA.IT1923A",33035,0.01899
"STA.IT1923A",98029,0.00583
"STA.IT1923A",98049,0.27731
"STA.IT1924A",33002,0.01123
"STA.IT1924A",33003,0.1796
"STA.IT1924A",33018,0.05932
"STA.IT1924A",33021,0.00936
"STA.IT1924A",33041,0.03212
"STA.IT1924A",33046,0.26088
"STA.IT1924A",34007,0.3627
"STA.IT1924A",34050,0.08478
"STA.IT1975A",33008,0.09605
"STA.IT1975A",33023,0.06833
"STA.IT1975A",33032,0.6265
"STA.IT1975A",33035,0.06427
"STA.IT1975A",33039,0.01352
"STA.IT1975A",98049,0.13133
"STA.IT2072A",28027,0.00056
"STA.IT2072A",28049,0.07096
"STA.IT2072A",28052,0.00422
"STA.IT2072A",28053,0.01285
"STA.IT2072A",28062,0.1598
"STA.IT2072A",28084,0.06973
"STA.IT2072A",28098,0.03121
"STA.IT2072A",29004,0.23905
"STA.IT2072A",29010,0.02653
"STA.IT2072A",29029,0.38094
"STA.IT2072A",29031,0.00415
"STA.IT2074A",18021,0.02744
"STA.IT2074A",18089,2e-05
"STA.IT2074A",33005,0.42779
"STA.IT2074A",33015,0.02714
"STA.IT2074A",33016,0.0741
"STA.IT2074A",33017,0.44352
"STA.IT2102A",3006,0.03372
"STA.IT2102A",3116,0.00202
"STA.IT2102A",103008,0.01283
"STA.IT2102A",103019,0.14438
"STA.IT2102A",103032,0.03356
"STA.IT2102A",103034,0.00842
"STA.IT2102A",103035,0.15566
"STA.IT2102A",103038,0.06242
"STA.IT2102A",103044,0.04411
"STA.IT2102A",103048,0.04072
"STA.IT2102A",103050,0.31531
"STA.IT2102A",103051,0.04241
"STA.IT2102A",103058,0.04899
"STA.IT2102A",103059,0.00569
"STA.IT2102A",103064,0.03302
"STA.IT2102A",103072,0.01675
"STA.IT2121A",3019,0.05189
"STA.IT2121A",3024,0.34812
"STA.IT2121A",3026,0.04739
"STA.IT2121A",3047,0.03402
"STA.IT2121A",3055,0.02896
"STA.IT2121A",3058,0.10234
"STA.IT2121A",3066,0.12647
"STA.IT2121A",3070,0.02422
"STA.IT2121A",3076,0.02803
"STA.IT2121A",3082,0.02521
"STA.IT2121A",3088,0.07678
"STA.IT2121A",3114,0.01195
"STA.IT2121A",3130,0.01964
"STA.IT2121A",3140,0.01201
"STA.IT2121A",3166,0.06296
"STA.IT2156A",35002,6e-05
"STA.IT2156A",35008,0.00042
"STA.IT2156A",35033,0.99952
"STA.IT2243A",23071,0.07371
"STA.IT2243A",23073,0.05576
"STA.IT2243A",23091,0.86861
"STA.IT2243A",23097,0.00192
"STA.IT2282A",3032,0.04102
"STA.IT2282A",3068,0.02544
"STA.IT2282A",3069,0.04077
"STA.IT2282A",3077,0.00355
"STA.IT2282A",3106,0.87933
"STA.IT2282A",3135,0.00945
"STA.IT2282A",3149,0.00044
