"IDStations","PRO_COM","weight"
"576",97012,0.05792
"576",97016,0.00141
"576",97019,0.00408
"576",97020,0.04289
"576",97024,0.00159
"576",97039,0.035
"576",97044,0.04361
"576",97048,0.12954
"576",97049,0.02996
"576",97053,0.06306
"576",97058,0.07879
"576",97061,0.0483
"576",97062,0.02404
"576",97071,0.05244
"576",97074,0.02284
"576",97091,0.06934
"576",97092,0.0752
"576",108002,0.00589
"576",108007,0.0412
"576",108016,0.01932
"576",108038,0.03685
"576",108042,0.00743
"576",108044,0.02527
"576",108053,0.00559
"583",16005,0.01733
"583",16006,0.00561
"583",16007,0.00274
"583",16016,0.04399
"583",16024,0.42041
"583",16038,0.00026
"583",16089,0.05009
"583",16091,0.06143
"583",16123,0.02515
"583",16126,0.00032
"583",16143,0.04262
"583",16150,0.01008
"583",16155,0.02586
"583",16169,0.05088
"583",16170,0.00362
"583",16178,0.00038
"583",16202,0.03762
"583",16207,0.06905
"583",16214,0.00657
"583",16220,0.07066
"583",16224,0.03585
"583",16239,0.00161
"583",16245,0.01787
"584",16005,0.01492
"584",16008,0.0066
"584",16016,0.04964
"584",16024,0.47067
"584",16089,0.01903
"584",16091,0.02059
"584",16115,0.00377
"584",16117,0.00849
"584",16123,0.02515
"584",16143,0.01804
"584",16150,0.03535
"584",16155,0.01124
"584",16169,0.06419
"584",16178,0.02225
"584",16198,0.00679
"584",16202,0.05235
"584",16207,0.04913
"584",16214,0.03668
"584",16220,0.04034
"584",16224,0.01203
"584",16239,0.00872
"584",16245,0.02403
"588",16093,0.00038
"588",16102,0.08036
"588",16159,0.11581
"588",16174,0.12493
"588",16180,0.04251
"588",16193,0.00172
"588",16200,0.00461
"588",16211,0.1252
"588",16235,0.00079
"588",16237,0.12027
"588",17085,0.10716
"588",17106,0.12552
"588",17111,0.1291
"588",17182,0.02163
"592",15059,0.01206
"592",16011,0.01387
"592",16013,0.07674
"592",16040,0.03765
"592",16047,0.077
"592",16049,0.00363
"592",16053,0.09897
"592",16059,0.09447
"592",16063,0.01942
"592",16096,0.0742
"592",16129,0.01551
"592",16135,0.03037
"592",16172,0.0562
"592",16219,0.37666
"592",19084,0.00233
"592",19112,0.01091
"595",15110,0.00225
"595",15177,0.00168
"595",15221,0.07626
"595",15230,0.01323
"595",16029,0.04823
"595",16030,0.04601
"595",16031,0.07168
"595",16034,0.04843
"595",16037,0.06449
"595",16046,0.00027
"595",16049,0.00955
"595",16051,0.06326
"595",16072,0.06867
"595",16075,0.03005
"595",16089,0.01114
"595",16091,0.08276
"595",16098,0.06143
"595",16131,0.03578
"595",16152,0.05634
"595",16153,0.08067
"595",16172,0.01646
"595",16209,0.02237
"595",16213,0.01638
"595",16220,0.04904
"595",16232,0.01034
"595",16250,0.01321
"596",16011,0.03363
"596",16016,0.00084
"596",16024,0.02992
"596",16029,0.04748
"596",16031,0.03256
"596",16037,0.0017
"596",16075,0.06104
"596",16081,0.03927
"596",16091,0.13607
"596",16098,0.00574
"596",16123,0.02271
"596",16126,0.05991
"596",16129,0.01355
"596",16131,0.00045
"596",16152,0.06009
"596",16153,0.08278
"596",16167,0.03911
"596",16172,0.04195
"596",16206,0.02734
"596",16207,0.08633
"596",16220,0.04761
"596",16232,0.04729
"596",16233,0.08261
"598",33008,0.0219
"598",33032,0.36823
"598",98026,0.03315
"598",98029,0.08888
"598",98047,0.04372
"598",98049,0.31589
"598",98051,0.08609
"598",98054,0.04214
"600",19041,0.02363
"600",98003,0.03403
"600",98005,0.01152
"600",98021,0.06375
"600",98027,0.03244
"600",98031,0.42148
"600",98032,0.03381
"600",98037,0.07548
"600",98040,0.10459
"600",98041,0.0042
"600",98044,0.00062
"600",98045,0.10292
"600",98048,0.07111
"600",98056,0.01728
"600",98060,0.00314
"602",15050,0.06953
"602",15071,0.11805
"602",15082,0.04736
"602",15101,0.03824
"602",15139,0.08604
"602",15140,0.04629
"602",15195,0.18482
"602",15202,0.07891
"602",15222,0.03232
"602",15244,0.06676
"602",18009,0.0661
"602",18078,0.04666
"602",18160,6e-04
"602",98008,0.03863
"602",98009,0.04127
"602",98032,9e-04
"602",98041,0.00751
"602",98055,0.02535
"602",98056,0.00466
"603",15202,0.0125
"603",18009,0.00667
"603",18180,0.11331
"603",98005,0.09213
"603",98008,0.05141
"603",98012,0.07254
"603",98015,0.05112
"603",98028,0.03541
"603",98031,0.00268
"603",98032,0.1591
"603",98036,0.05043
"603",98045,0.05957
"603",98046,0.05127
"603",98050,0.20245
"603",98056,0.00261
"603",98059,0.01125
"603",98060,0.02556
"604",15101,0.01509
"604",15202,0.04295
"604",19102,0.00151
"604",98005,0.01652
"604",98008,0.02229
"604",98009,0.04117
"604",98012,0.00311
"604",98015,0.00076
"604",98018,0.04234
"604",98021,0.0053
"604",98027,0.05478
"604",98031,0.05432
"604",98032,0.19274
"604",98040,0.0673
"604",98041,0.12573
"604",98045,0.02141
"604",98046,0.04521
"604",98055,0.02632
"604",98056,0.18892
"604",98061,0.03222
"606",15050,0.08673
"606",15071,0.00816
"606",15082,0.01262
"606",15125,0.04472
"606",15139,0.10027
"606",15140,0.04017
"606",15146,0.08587
"606",15171,0.149
"606",15192,0.12382
"606",15195,0.34865
"607",19005,0.04547
"607",19012,0.01623
"607",19018,0.0744
"607",19029,0.0697
"607",19034,0.01371
"607",19035,0.0059
"607",19041,0.0511
"607",19111,0.00084
"607",98001,0.07561
"607",98017,0.17929
"607",98024,0.17786
"607",98025,0.07566
"607",98031,0.05266
"607",98034,0.04287
"607",98044,0.00085
"607",98048,0.0759
"607",98058,0.04193
"608",33032,0.00099
"608",98010,0.05444
"608",98014,0.01741
"608",98019,0.24281
"608",98022,6e-04
"608",98026,0.08102
"608",98029,0.04087
"608",98035,0.06133
"608",98047,0.10719
"608",98051,0.07698
"608",98054,0.10728
"608",98057,0.08494
"608",98062,0.12413
"609",15059,0.14555
"609",15114,8e-05
"609",15224,0.00297
"609",16013,0.10849
"609",16047,0.05255
"609",16059,0.11893
"609",16096,0.07018
"609",16219,0.21222
"609",19002,0.04594
"609",19084,0.17703
"609",19112,0.06605
"626",17020,0.02698
"626",17159,0.22374
"626",17196,0.12452
"626",19007,0.08836
"626",19016,0.14611
"626",19026,0.0199
"626",19027,0.0254
"626",19032,0.14152
"626",19063,0.0951
"626",19077,0.014
"626",19085,0.09436
"627",19026,0.03601
"627",19036,0.62957
"627",19048,0.05776
"627",19068,0.02476
"627",19095,0.00374
"627",19100,5e-05
"627",19103,0.00613
"627",33014,0.22197
"627",33027,0.02001
"629",19011,0.05193
"629",19012,0.00704
"629",19015,0.01363
"629",19017,0.00144
"629",19020,0.01094
"629",19025,0.03569
"629",19034,0.00796
"629",19035,0.32735
"629",19037,0.0116
"629",19054,0.03865
"629",19055,0.12216
"629",19060,5e-05
"629",19062,0.08718
"629",19072,0.06585
"629",19079,0.08464
"629",19080,0.00242
"629",19081,0.12245
"629",19094,0.00903
"633",19003,0.19461
"633",19004,0.04126
"633",19013,0.1062
"633",19022,0.09823
"633",19025,0.01294
"633",19039,0.00505
"633",19047,0.09265
"633",19051,0.00025
"633",19065,0.02947
"633",19088,0.02153
"633",19098,0.3179
"633",19110,0.07991
"642",18015,0.04053
"642",18019,0.00414
"642",18030,0.00319
"642",18046,0.02756
"642",18060,0
"642",18092,0.00013
"642",18110,0.6144
"642",18135,0.08679
"642",18137,0.08223
"642",18141,0.00744
"642",18162,0.1326
"642",18169,0.00098
"643",18015,0.01578
"643",18030,0.03044
"643",18041,0.0302
"643",18046,0.01746
"643",18086,0.00382
"643",18092,0.01739
"643",18110,0.56279
"643",18135,0.02694
"643",18137,0.14596
"643",18151,4e-05
"643",18159,0.01456
"643",18162,0.13356
"643",18175,0.00106
"649",17021,0.01298
"649",17025,0.00845
"649",17029,0.80742
"649",17043,0.00128
"649",17048,0.04423
"649",17057,0.04649
"649",17061,0.00213
"649",17072,0.0052
"649",17081,9e-05
"649",17117,0.04033
"649",17165,0.00429
"649",17173,0.02711
"652",17021,0.01406
"652",17025,0.0073
"652",17029,0.81292
"652",17043,0.00362
"652",17048,0.02095
"652",17057,0.04528
"652",17061,0.00165
"652",17072,0.00189
"652",17117,0.06399
"652",17161,9e-05
"652",17165,4e-05
"652",17173,0.02821
"654",17025,0.02312
"654",17030,0.03554
"654",17044,0.00202
"654",17057,0.00056
"654",17061,0.18248
"654",17075,0.11878
"654",17081,0.05207
"654",17090,1e-04
"654",17096,0.12604
"654",17104,0.08411
"654",17144,0.00539
"654",17174,0.20377
"654",17199,0.16603
"655",16182,0.04982
"655",17006,0.17923
"655",17007,0.18523
"655",17024,0.00098
"655",17065,0.34358
"655",17070,0.02502
"655",17079,0.08679
"655",17142,0.08459
"655",17143,0.01205
"655",17206,0.0327
"656",17071,0.15388
"656",17073,0.34431
"656",17080,0.13883
"656",17086,0.05182
"656",17152,0.02611
"656",17160,0.02436
"656",19064,0.15339
"656",19070,0.01704
"656",19114,0.06422
"656",20012,0.02602
"657",17014,0.08669
"657",17032,0.08242
"657",17033,0.01116
"657",17067,0.0946
"657",17092,0.59471
"657",17113,0.01819
"657",17129,0.10662
"657",20017,0.00562
"659",17003,0.11172
"659",17012,0.06256
"659",17019,0.09963
"659",17031,0.05237
"659",17044,0.00158
"659",17077,0.07322
"659",17121,0.07878
"659",17153,0.13529
"659",17157,0.05687
"659",17168,0.1417
"659",17178,0.01005
"659",17193,0.16428
"659",17197,0.01195
"661",17014,0.01667
"661",17023,0.17512
"661",17029,0.03897
"661",17032,0.06441
"661",17043,0.09697
"661",17107,0.18251
"661",17117,0.00829
"661",17119,0.03115
"661",17120,0.13622
"661",17132,0.00177
"661",17161,0.20856
"661",17178,0.03937
"663",20003,0.03907
"663",20021,0.06355
"663",20030,0.48023
"663",20045,0.08229
"663",20057,0.09362
"663",20071,0.24125
"664",20003,0.0065
"664",20021,0.13276
"664",20030,0.49545
"664",20033,0.023
"664",20045,0.16124
"664",20057,0.02031
"664",20071,0.16075
"665",19021,0.10415
"665",20066,0.45553
"665",34051,0.08485
"665",35005,0.12474
"665",35006,0.18636
"665",35029,0.04437
"669",17021,0.05722
"669",17029,0.55922
"669",17037,0.0182
"669",17040,0
"669",17042,0.0482
"669",17048,0.00644
"669",17072,0.11212
"669",17081,0.0272
"669",17114,0.00447
"669",17147,0.04065
"669",17165,0.05463
"669",17173,0.07164
"670",20003,0.00182
"670",20021,0.0619
"670",20030,0.48846
"670",20033,0.04104
"670",20045,0.18309
"670",20057,0.0891
"670",20071,0.13458
"672",6008,0.02599
"672",6053,0.09153
"672",6086,0.01382
"672",6087,0.08902
"672",6096,0.02962
"672",18033,0.24629
"672",18054,0.03982
"672",18062,0.02575
"672",18090,0.15526
"672",18112,0.02158
"672",18113,2e-04
"672",18138,0.07992
"672",18149,0.1398
"672",18182,0.00096
"672",18191,0.04044
"673",6132,0.05083
"673",18033,0.03262
"673",18047,0.02651
"673",18051,0.05607
"673",18054,0.01084
"673",18116,0.03619
"673",18121,0.06199
"673",18122,0.05229
"673",18149,0.02526
"673",18182,0.64739
"674",15051,0.00158
"674",15070,0.01156
"674",15077,0.04797
"674",15081,0.0602
"674",15209,0.08005
"674",108001,0.00207
"674",108004,0.03013
"674",108009,0.02775
"674",108012,0.11972
"674",108021,0.02162
"674",108023,0.01528
"674",108028,0.0891
"674",108029,0.00087
"674",108033,0.3769
"674",108034,0.03789
"674",108046,0.02398
"674",108049,0.05334
"677",19006,0.04343
"677",19026,0.05101
"677",19036,0.63467
"677",19046,0.01211
"677",19048,0.02866
"677",19056,0.01092
"677",19068,0.13722
"677",19077,0.00946
"677",19103,0.00676
"677",33014,0.06576
"679",13042,0.04237
"679",13229,0.07027
"679",97001,0.05591
"679",97003,0.06742
"679",97009,0.01699
"679",97021,0.00989
"679",97022,0.10565
"679",97033,2e-05
"679",97036,0.15138
"679",97038,0.02465
"679",97042,0.10656
"679",97045,0.02223
"679",97046,0.07977
"679",97051,0.00098
"679",97057,0.03874
"679",97059,0.00577
"679",97068,0.02313
"679",97078,0.03485
"679",97083,0.14341
"681",16041,0.02403
"681",16106,0.00586
"681",16210,0.05177
"681",16229,0.01103
"681",16230,0.1608
"681",97004,0.00197
"681",97007,0.21498
"681",97018,0.03249
"681",97029,0.13619
"681",97040,0.00643
"681",97042,0.03684
"681",97050,0.14918
"681",97055,0.15294
"681",97065,0.0155
"682",18001,0.03737
"682",18061,0.03307
"682",18062,0.21511
"682",18066,0.03597
"682",18083,0.00079
"682",18090,0.12134
"682",18106,0.11189
"682",18113,0.03552
"682",18138,0.18679
"682",18147,0.12216
"682",18149,0.00086
"682",18167,0.09911
"683",15014,0.0131
"683",15059,0.21004
"683",15114,0.11587
"683",15136,0.01718
"683",15177,0.03724
"683",15178,0.04735
"683",15219,0.00464
"683",15224,0.10525
"683",15230,0.04956
"683",16013,0.02584
"683",16049,0.01537
"683",16059,0.08217
"683",16096,0.12377
"683",16172,0.03374
"683",16219,0.02993
"683",19084,0.08896
"685",16009,0.01355
"685",16034,0.03068
"685",16046,0.10115
"685",16052,0.00409
"685",16057,0.05272
"685",16072,0.04943
"685",16074,0.0274
"685",16098,5e-05
"685",16131,0.00297
"685",16132,0.03494
"685",16156,0.00829
"685",16171,0.10612
"685",16203,0.05725
"685",16209,0.05208
"685",16213,0.0329
"685",16238,0.06633
"685",16250,0.04206
"685",16251,0.01504
"685",97010,0.01345
"685",97012,0.01846
"685",97039,0.03542
"685",97048,0.0074
"685",97062,0.03806
"685",97071,0.0309
"685",97091,0.04735
"685",108031,0.00287
"685",108042,0.01493
"685",108053,0.09411
"687",12026,0.00175
"687",12032,0.11221
"687",12039,0.05796
"687",12068,0.10251
"687",12070,0.09949
"687",12090,0.27631
"687",12118,0.16187
"687",12123,0.07192
"687",12140,0.00126
"687",15062,0.00799
"687",15131,0.04651
"687",15249,0.06023
"690",6008,0.00927
"690",6053,9e-05
"690",6086,0.01588
"690",6087,0.20136
"690",6096,0.02673
"690",18033,0.0404
"690",18062,0.18012
"690",18066,0.05295
"690",18083,0.00433
"690",18090,0.19302
"690",18113,0.09087
"690",18138,0.15686
"690",18147,0.00413
"690",18191,0.02398
"693",6087,0.00656
"693",18001,0.00425
"693",18033,0.00566
"693",18054,0.02969
"693",18061,0.09093
"693",18062,0.13163
"693",18090,0.16196
"693",18106,0.00189
"693",18112,0.04878
"693",18113,0.00207
"693",18138,0.27298
"693",18147,0.13642
"693",18149,0.03966
"693",18167,0.06506
"693",18191,0.00246
"694",20036,0.13317
"694",20044,0.09715
"694",20070,0.00046
"694",23022,0.23152
"694",23043,0.02343
"694",23059,0.09451
"694",23082,0.00047
"694",23083,0.0776
"694",23089,0.3417
"695",17151,0.07972
"695",17179,0.02191
"695",20018,0.00096
"695",20036,0.28196
"695",20044,0.13486
"695",23022,0.12654
"695",23043,0.03276
"695",23059,0.20049
"695",23089,0.12081
"696",17151,0.03553
"696",20018,0.01776
"696",20036,0.31024
"696",20044,0.13481
"696",20070,0.06337
"696",23022,0.06819
"696",23059,0.10628
"696",23089,0.26381
"697",20029,0.21467
"697",20038,0.24317
"697",20061,1e-05
"697",20072,0.11115
"697",20073,0.22588
"697",23025,0.01806
"697",29006,0.01215
"697",29032,0.1749
"698",20061,0.162
"698",23020,0.03396
"698",23095,0.00569
"698",29008,0.12267
"698",29012,0.08442
"698",29013,0.07824
"698",29014,0.32084
"698",29021,0.00452
"698",29027,0.03492
"698",29042,0.08778
"698",29047,0.06497
"699",20029,0.32641
"699",20038,0.03457
"699",20042,0.25386
"699",20061,0.04645
"699",20072,0.1246
"699",20073,0.21056
"699",29006,0.00011
"699",29032,0.00344
"700",20029,0.06147
"700",20038,0.16374
"700",20061,0.02007
"700",20072,0.01038
"700",20073,0.2843
"700",23019,0.00527
"700",23025,0.10847
"700",23044,0.01432
"700",29006,0.13236
"700",29032,0.19962
"702",20029,0.09558
"702",20038,0.1496
"702",20042,0.03123
"702",20046,0.02042
"702",20058,0.00223
"702",20060,0.08372
"702",20062,0.14496
"702",20072,0.4697
"702",20073,0.00254
"703",20042,0.03975
"703",20046,0.14328
