,AQ_pm10,AQ_nh3,AQ_nox,AQ_no2,WE_temp_2m,WE_wind_speed_10m_mean,WE_wind_speed_10m_max,WE_tot_precipitation,WE_precipitation_t,WE_surface_pressure,WE_solar_radiation,WE_rh_min,WE_rh_mean,WE_rh_max,WE_wind_speed_100m_mean,WE_wind_speed_100m_max,WE_blh_layer_max,WE_blh_layer_min,EM_nh3_livestock_mm,EM_nh3_agr_soils,EM_nh3_agr_waste_burn,EM_nh3_sum,EM_nox_traffic,EM_nox_sum,EM_so2_sum,LI_pigs,LI_bovine,LI_pigs_v2,LI_bovine_v2,LA_hvi,LA_lvi,LA_land_use,LA_soil_use,wind_dir_10m_N,wind_dir_100m_N,wind_dir_10m_S,wind_dir_100m_S,wind_dir_10m_E,wind_dir_100m_E,wind_dir_10m_O,wind_dir_100m_O,wind_dir_10m_NE,wind_dir_100m_NE,wind_dir_10m_NO,wind_dir_100m_NO,wind_dir_10m_SO,wind_dir_100m_SO,wind_dir_10m_SE,wind_dir_100m_SE,Lockdown,Season,Station
4384,0.3611111111111111,0.1875409836065574,0.1699044585987261,0.28281008339046826,0.13323219703730144,0.08544097516459162,0.11245858751329478,1.0805624483273448e-05,0.0,0.7109826589595372,0.2090270948489267,0.6694968160819078,0.840646285442737,0.971036879706507,0.06081734718090058,0.07465618860510803,0.06120996441281138,0.005038640377168967,0.0037032465127762038,0.005020505399649922,0.31443176549087903,0.004290105011525658,0.505558806319485,0.6904508342208022,0.8929577464788732,0.4832451499118169,1.0,0.0,0.3849372384937233,0.001179245283019048,0.0038071065989848663,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1
4385,0.2708333333333333,0.0721311475409836,0.13545647558386412,0.3027408836519604,0.09661788327681599,0.17036047193794407,0.17566229416007534,0.21455748552522763,0.16666666666666666,0.5568400770712891,0.016264539319746345,0.9235859657884878,0.964517661967369,0.9897663641629657,0.17617317976892333,0.19358686500140332,0.03790694609199947,0.05192553829204672,0.004526190182282008,0.005889378266172094,0.30447960372301325,0.005207888670707761,0.5073142188414278,0.6861909833155839,0.8901408450704225,0.4861845972957086,0.989010989010989,0.007822685788787975,0.3807531380753142,0.001179245283019048,0.0038071065989848663,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1
4386,0.18055555555555555,0.04983606557377049,0.12776008492569002,0.29317409952644413,0.13644476173478493,0.26797470829802494,0.3014584530373232,0.040181968569065564,0.16666666666666666,0.3834296724470114,0.12234222930584285,0.840429516793607,0.9215903690796767,0.989959451631589,0.293445525398361,0.3524417625596407,0.06221167787004086,0.14177859144889263,0.005225692301361995,0.0067108580672476,0.29384888547097476,0.006061640911807414,0.5090696313633704,0.6822861199858006,0.8876553438276718,0.48912404467960036,0.989010989010989,0.014341590612777289,0.3765690376569042,0.001179245283019048,0.0038071065989848663,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1
4387,0.20138888888888887,0.04721311475409837,0.1083864118895966,0.22237989699762423,0.12540900707954072,0.14330878039241252,0.30048044597122214,0.05829611248966109,0.16666666666666666,0.20038535645472066,0.057699481162467356,0.8459233362467223,0.8979882781561856,0.9835875651670207,0.1728877288407834,0.34395172607353347,0.059601950705153554,0.017870161852145877,0.005925194420441926,0.00749126387826933,0.2827657962294878,0.006851361734824535,0.5108250438853131,0.6780262690805823,0.8855012427506213,0.4920634920634921,0.9780219780219781,0.020860495436767046,0.3765690376569042,0.001179245283019048,0.002538071065990355,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1
4388,0.2361111111111111,0.07540983606557376,0.1626326963906582,0.2737216384712279,0.11520613956808852,0.0988201551398214,0.09901099035440529,0.018411910669975412,0.16666666666666666,0.21194605009633705,0.04366882566380684,0.8947434136596327,0.9605575795976558,0.9860977022591233,0.12013798893898191,0.1308588268313219,0.0295505469882694,0.022665780989258463,0.006542402172571349,0.008233755236933732,0.2712303359985524,0.007577051139759261,0.5119953188999414,0.6737664181753638,0.8835128417564209,0.4950029394473838,0.9670329670329672,0.028683181225554133,0.3723849372384942,0.001179245283019048,0.002538071065990355,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1
4389,0.2638888888888889,0.07081967213114754,0.10254777070063693,0.21424813049093544,0.16865964661788327,0.1946418095300176,0.20329099377743004,0.02656741108354034,0.0,0.22928709055876695,0.09474719386890026,0.788862529654139,0.8937113891968953,0.9463216837227264,0.1925091718838411,0.29399382542801006,0.06468960063266113,0.03817053610485556,0.0071184627412254065,0.008947810756330134,0.25924250477816857,0.00828139673866643,0.5137507314218842,0.6698615548455804,0.8816901408450704,0.4973544973544972,0.9560439560439562,0.035202086049543446,0.3682008368200842,0.001179245283019048,0.002538071065990355,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1
4390,0.29166666666666663,0.12721311475409838,0.34968152866242036,0.3681139085096545,0.15426259741804985,0.10419790104947527,0.11160283133045636,0.0020578990901573835,0.0,0.26589595375722297,0.13230357082301875,0.7347983518541641,0.8596546808173609,0.9635064684301988,0.11922536368116525,0.21077743474600058,0.024831949387109524,0.0069828102976200145,0.007653376126404154,0.009633430436458538,0.24725467355778474,0.008943054725518651,0.5155061439438268,0.6656017039403621,0.88003314001657,0.5002939447383894,0.9560439560439562,0.04302477183833142,0.3640167364016733,0.001179245283019048,0.002538071065990355,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1
4391,0.4097222222222222,0.1377049180327869,0.43561571125265386,0.37895626385190617,0.16458444880718662,0.14721986832670622,0.1347082482670937,0.013225806451613129,0.16666666666666666,0.36416184971098176,0.14014547797483806,0.754651017605194,0.8830983684460636,0.9845530025101372,0.13355358022888641,0.14636542239685657,0.040701199420060626,0.01584498485167604,0.008147142328107704,0.010296933352711831,0.23481447134795244,0.00958336890634337,0.5172615564657693,0.6616968406105785,0.8787075393537696,0.5032333921222811,0.9450549450549417,0.04954367666232118,0.3598326359832633,0.001179245283019048,0.002538071065990355,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1
4392,0.3125,0.08524590163934427,0.49410828025477704,0.4892931740995265,0.20920340293890177,0.06459813571475131,0.046443110551473724,0.13252274607113337,0.16666666666666666,0.34104046242774544,0.008465020855234155,0.9580471969034835,0.9485189291937273,0.9548175323421508,0.011955390877397928,0.017471232107774348,0.012653222617635428,0.030069828102976197,0.008640908529811142,0.010944638580482904,0.22214808364339594,0.010287714505250567,0.5190169689877121,0.6574369897053602,0.8772162386081193,0.5061728395061729,0.9340659340659343,0.05606258148631049,0.3556485355648542,0.001179245283019048,0.0012690355329949554,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1
4393,0.2708333333333333,0.07672131147540984,0.18662420382165604,0.3347896104724397,0.2457909453269082,0.12961997262238445,0.1466888348268316,0.019387923904053164,0.16666666666666666,0.2697495183044296,0.07931771168910441,0.9252091397178174,0.9415491842230319,0.9712299671751303,0.18420428203770972,0.21246140892506316,0.042836430736786606,0.04751875313902435,0.009134674731514636,0.011579705657468197,0.20950431448831186,0.010714590625800408,0.5207723815096547,0.6535321263755769,0.876056338028169,0.5091122868900646,0.9230769230769234,0.06388526727509847,0.3514644351464442,0.001179245283019048,0.0012690355329949554,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1
